;id;open tasks;sink;source;time;x;y
537;23;[1],[3];(11, 7);(0, 1);28;0;2
538;24;[1],[3];(11, 7);(0, 10);28;0;10
539;25;[1],[3];(11, 10);(0, 4);28;0;4
540;0;;(11, 7);(0, 1);29;10;7
541;2;;(11, 7);(0, 7);29;8;7
542;4;;(11, 1);(0, 7);29;4;2
543;7;;(11, 7);(0, 1);29;6;3
544;8;;(11, 1);(0, 10);29;9;1
545;9;[1],[2];(11, 1);(0, 1);29;3;3
546;13;;(11, 1);(0, 4);29;3;3
547;15;;(11, 7);(0, 4);29;7;4
548;16;;(11, 10);(0, 7);29;6;5
549;17;[1];(11, 10);(0, 7);29;3;3
550;18;;(11, 10);(0, 1);29;11;5
551;19;;(11, 4);(0, 10);29;5;4
552;20;[2],[3];(11, 4);(0, 10);29;5;11
553;21;[1],[2];(11, 10);(0, 7);29;3;9
554;22;[2],[3];(11, 7);(0, 10);29;2;11
555;23;[1],[3];(11, 7);(0, 1);29;0;3
556;24;[1],[3];(11, 7);(0, 10);29;1;10
557;25;[1],[3];(11, 10);(0, 4);29;1;4
558;26;[3],[2];(11, 1);(0, 4);29;0;4
559;27;[1],[3];(11, 7);(0, 10);29;0;10
560;2;;(11, 7);(0, 7);30;9;7
561;4;;(11, 1);(0, 7);30;4;1
562;7;;(11, 7);(0, 1);30;6;4
563;8;;(11, 1);(0, 10);30;10;1
564;9;[1],[2];(11, 1);(0, 1);30;3;3
565;13;;(11, 1);(0, 4);30;4;3
566;15;;(11, 7);(0, 4);30;7;5
567;16;;(11, 10);(0, 7);30;7;5
568;17;;(11, 10);(0, 7);30;3;3
569;18;;(11, 10);(0, 1);30;11;6
570;19;;(11, 4);(0, 10);30;6;4
571;20;[2],[3];(11, 4);(0, 10);30;5;11
572;21;[1],[2];(11, 10);(0, 7);30;4;9
573;22;[2],[3];(11, 7);(0, 10);30;3;11
574;23;[1],[3];(11, 7);(0, 1);30;1;3
575;24;[1],[3];(11, 7);(0, 10);30;1;9
576;25;[1],[3];(11, 10);(0, 4);30;2;4
577;26;[3],[2];(11, 1);(0, 4);30;0;3
578;27;[1],[3];(11, 7);(0, 10);30;1;10
579;28;[2],[3];(11, 10);(0, 1);30;0;1
580;2;;(11, 7);(0, 7);31;10;7
581;4;;(11, 1);(0, 7);31;5;1
582;7;;(11, 7);(0, 1);31;7;4
583;9;[2];(11, 1);(0, 1);31;3;3
584;13;;(11, 1);(0, 4);31;4;2
585;15;;(11, 7);(0, 4);31;7;6
586;16;;(11, 10);(0, 7);31;8;5
587;17;;(11, 10);(0, 7);31;3;4
588;18;;(11, 10);(0, 1);31;11;7
589;19;;(11, 4);(0, 10);31;7;4
590;20;[2],[3];(11, 4);(0, 10);31;5;11
591;21;[1],[2];(11, 10);(0, 7);31;5;9
592;22;[2],[3];(11, 7);(0, 10);31;4;11
593;23;[1],[3];(11, 7);(0, 1);31;2;3
594;24;[1],[3];(11, 7);(0, 10);31;2;9
595;25;[1],[3];(11, 10);(0, 4);31;3;4
596;26;[3],[2];(11, 1);(0, 4);31;1;3
597;27;[1],[3];(11, 7);(0, 10);31;1;9
598;28;[2],[3];(11, 10);(0, 1);31;1;1
599;29;[2],[2];(11, 1);(0, 10);31;0;10
600;4;;(11, 1);(0, 7);32;6;1
601;7;;(11, 7);(0, 1);32;7;5
602;9;[2];(11, 1);(0, 1);32;3;2
603;13;;(11, 1);(0, 4);32;4;1
604;15;;(11, 7);(0, 4);32;8;6
605;16;;(11, 10);(0, 7);32;9;5
606;17;;(11, 10);(0, 7);32;3;5
607;18;;(11, 10);(0, 1);32;11;8
608;19;;(11, 4);(0, 10);32;8;4
609;20;[2],[3];(11, 4);(0, 10);32;5;11
610;21;[2];(11, 10);(0, 7);32;5;9
611;22;[2],[3];(11, 7);(0, 10);32;5;11
612;23;[1],[3];(11, 7);(0, 1);32;3;3
613;24;[1],[3];(11, 7);(0, 10);32;3;9
614;25;[1],[3];(11, 10);(0, 4);32;3;4
615;26;[3],[2];(11, 1);(0, 4);32;1;2
616;27;[1],[3];(11, 7);(0, 10);32;2;9
617;28;[2],[3];(11, 10);(0, 1);32;2;1
618;29;[2],[2];(11, 1);(0, 10);32;0;11
619;30;[3],[1];(11, 7);(0, 10);32;0;10
620;4;;(11, 1);(0, 7);33;7;1
621;7;;(11, 7);(0, 1);33;7;6
622;9;[2];(11, 1);(0, 1);33;3;1
623;13;;(11, 1);(0, 4);33;5;1
624;15;;(11, 7);(0, 4);33;8;7
625;16;;(11, 10);(0, 7);33;10;5
626;17;;(11, 10);(0, 7);33;4;5
627;18;;(11, 10);(0, 1);33;11;9
628;19;;(11, 4);(0, 10);33;9;4
629;20;[2],[3];(11, 4);(0, 10);33;5;11
630;21;[2];(11, 10);(0, 7);33;6;9
631;22;[2],[3];(11, 7);(0, 10);33;5;11
632;23;[1],[3];(11, 7);(0, 1);33;3;4
633;24;[1],[3];(11, 7);(0, 10);33;4;9
634;25;[1],[3];(11, 10);(0, 4);33;3;3
635;26;[3],[2];(11, 1);(0, 4);33;2;2
636;27;[1],[3];(11, 7);(0, 10);33;3;9
637;28;[2],[3];(11, 10);(0, 1);33;2;0
638;29;[2],[2];(11, 1);(0, 10);33;1;11
639;30;[3],[1];(11, 7);(0, 10);33;0;9
640;4;;(11, 1);(0, 7);34;8;1
641;7;;(11, 7);(0, 1);34;8;6
642;9;[2];(11, 1);(0, 1);34;3;0
643;13;;(11, 1);(0, 4);34;6;1
644;15;;(11, 7);(0, 4);34;9;7
645;16;;(11, 10);(0, 7);34;11;5
646;17;;(11, 10);(0, 7);34;5;5
647;19;;(11, 4);(0, 10);34;10;4
648;20;[2],[3];(11, 4);(0, 10);34;5;11
649;21;[2];(11, 10);(0, 7);34;6;10
650;22;[2],[3];(11, 7);(0, 10);34;5;11
651;23;[1],[3];(11, 7);(0, 1);34;3;4
652;24;[1],[3];(11, 7);(0, 10);34;4;9
653;25;[1],[3];(11, 10);(0, 4);34;3;3
654;26;[3],[2];(11, 1);(0, 4);34;2;2
655;27;[1],[3];(11, 7);(0, 10);34;4;9
656;28;[2],[3];(11, 10);(0, 1);34;2;0
657;29;[2],[2];(11, 1);(0, 10);34;2;11
658;30;[3],[1];(11, 7);(0, 10);34;1;9
659;31;[3],[1];(11, 4);(0, 7);34;0;7
660;4;;(11, 1);(0, 7);35;9;1
661;7;;(11, 7);(0, 1);35;8;7
662;9;;(11, 1);(0, 1);35;3;0
663;13;;(11, 1);(0, 4);35;7;1
664;15;;(11, 7);(0, 4);35;10;7
665;16;;(11, 10);(0, 7);35;11;6
666;17;;(11, 10);(0, 7);35;6;5
667;20;[2],[3];(11, 4);(0, 10);35;5;11
668;21;[2];(11, 10);(0, 7);35;6;11
669;22;[2],[3];(11, 7);(0, 10);35;5;11
670;23;[1],[3];(11, 7);(0, 1);35;3;4
671;24;[1],[3];(11, 7);(0, 10);35;4;9
672;25;[1],[3];(11, 10);(0, 4);35;3;3
673;26;[3],[2];(11, 1);(0, 4);35;2;2
674;27;[1],[3];(11, 7);(0, 10);35;4;9
675;28;[2],[3];(11, 10);(0, 1);35;2;0
676;29;[2],[2];(11, 1);(0, 10);35;3;11
677;30;[3],[1];(11, 7);(0, 10);35;1;8
678;31;[3],[1];(11, 4);(0, 7);35;1;7
679;32;[1],[2];(11, 10);(0, 4);35;0;4
680;4;;(11, 1);(0, 7);36;10;1
681;7;;(11, 7);(0, 1);36;9;7
682;9;;(11, 1);(0, 1);36;3;1
683;13;;(11, 1);(0, 4);36;8;1
684;16;;(11, 10);(0, 7);36;11;7
685;17;;(11, 10);(0, 7);36;7;5
686;20;[2],[3];(11, 4);(0, 10);36;5;11
687;21;;(11, 10);(0, 7);36;6;11
688;22;[2],[3];(11, 7);(0, 10);36;5;11
689;23;[1],[3];(11, 7);(0, 1);36;3;4
690;24;[1],[3];(11, 7);(0, 10);36;5;9
691;25;[1],[3];(11, 10);(0, 4);36;3;3
692;26;[3],[2];(11, 1);(0, 4);36;2;2
693;27;[1],[3];(11, 7);(0, 10);36;4;9
694;28;[2],[3];(11, 10);(0, 1);36;2;0
695;29;[2],[2];(11, 1);(0, 10);36;4;11
696;30;[3],[1];(11, 7);(0, 10);36;1;7
697;31;[3],[1];(11, 4);(0, 7);36;1;6
698;32;[1],[2];(11, 10);(0, 4);36;1;4
699;33;[2],[1];(11, 1);(0, 1);36;0;1
700;7;;(11, 7);(0, 1);37;10;7
701;9;;(11, 1);(0, 1);37;4;1
702;13;;(11, 1);(0, 4);37;9;1
703;16;;(11, 10);(0, 7);37;11;8
704;17;;(11, 10);(0, 7);37;8;5
705;20;[2],[3];(11, 4);(0, 10);37;5;11
706;21;;(11, 10);(0, 7);37;7;11
707;22;[2],[3];(11, 7);(0, 10);37;6;11
708;23;[1],[3];(11, 7);(0, 1);37;3;3
709;24;[1],[3];(11, 7);(0, 10);37;5;9
710;25;[1],[3];(11, 10);(0, 4);37;3;3
711;26;[3],[2];(11, 1);(0, 4);37;2;2
712;27;[1],[3];(11, 7);(0, 10);37;4;9
713;28;[2],[3];(11, 10);(0, 1);37;3;0
714;29;[2],[2];(11, 1);(0, 10);37;5;11
715;30;[3],[1];(11, 7);(0, 10);37;1;6
716;31;[3],[1];(11, 4);(0, 7);37;1;5
717;32;[1],[2];(11, 10);(0, 4);37;2;4
718;33;[2],[1];(11, 1);(0, 1);37;1;1
719;34;[3],[3];(11, 7);(0, 1);37;0;1
720;9;;(11, 1);(0, 1);38;5;1
721;13;;(11, 1);(0, 4);38;10;1
722;16;;(11, 10);(0, 7);38;11;9
723;17;;(11, 10);(0, 7);38;9;5
724;20;[2],[3];(11, 4);(0, 10);38;5;11
725;21;;(11, 10);(0, 7);38;8;11
726;22;[2],[3];(11, 7);(0, 10);38;6;11
727;23;[3];(11, 7);(0, 1);38;3;3
728;24;[3];(11, 7);(0, 10);38;5;9
729;25;[1],[3];(11, 10);(0, 4);38;3;3
730;26;[3],[2];(11, 1);(0, 4);38;2;2
731;27;[1],[3];(11, 7);(0, 10);38;4;9
732;28;[3];(11, 10);(0, 1);38;3;0
733;29;[2],[2];(11, 1);(0, 10);38;6;11
734;30;[3],[1];(11, 7);(0, 10);38;1;5
735;31;[3],[1];(11, 4);(0, 7);38;2;5
736;32;[1],[2];(11, 10);(0, 4);38;3;4
737;33;[2],[1];(11, 1);(0, 1);38;2;1
738;34;[3],[3];(11, 7);(0, 1);38;1;1
739;35;[2],[1];(11, 4);(0, 1);38;0;1
740;9;;(11, 1);(0, 1);39;6;1
741;17;;(11, 10);(0, 7);39;10;5
742;20;[2],[3];(11, 4);(0, 10);39;5;11
743;21;;(11, 10);(0, 7);39;8;10
744;22;[3];(11, 7);(0, 10);39;6;11
745;23;[3];(11, 7);(0, 1);39;3;4
746;24;[3];(11, 7);(0, 10);39;5;8
747;25;[1],[3];(11, 10);(0, 4);39;3;3
748;26;[3],[2];(11, 1);(0, 4);39;2;2
749;27;[1],[3];(11, 7);(0, 10);39;4;9
750;28;[3];(11, 10);(0, 1);39;3;1
751;29;[2],[2];(11, 1);(0, 10);39;6;11
752;30;[3],[1];(11, 7);(0, 10);39;2;5
753;31;[3],[1];(11, 4);(0, 7);39;3;5
754;32;[1],[2];(11, 10);(0, 4);39;3;4
755;33;[2],[1];(11, 1);(0, 1);39;2;0
756;34;[3],[3];(11, 7);(0, 1);39;2;1
757;35;[2],[1];(11, 4);(0, 1);39;1;1
758;36;[2],[2];(11, 7);(0, 7);39;0;7
759;37;[3],[1];(11, 1);(0, 4);39;0;4
760;9;;(11, 1);(0, 1);40;7;1
761;17;;(11, 10);(0, 7);40;11;5
762;20;[2],[3];(11, 4);(0, 10);40;5;11
763;21;;(11, 10);(0, 7);40;9;10
764;22;[3];(11, 7);(0, 10);40;6;10
765;23;[3];(11, 7);(0, 1);40;3;3
766;24;[3];(11, 7);(0, 10);40;5;7
767;25;[3];(11, 10);(0, 4);40;3;3
768;26;[3],[2];(11, 1);(0, 4);40;2;2
769;27;[1],[3];(11, 7);(0, 10);40;4;9
770;28;[3];(11, 10);(0, 1);40;3;1
771;29;[2];(11, 1);(0, 10);40;6;11
772;30;[3],[1];(11, 7);(0, 10);40;3;5
773;31;[3],[1];(11, 4);(0, 7);40;3;4
774;32;[1],[2];(11, 10);(0, 4);40;3;3
775;33;[2],[1];(11, 1);(0, 1);40;2;0
776;34;[3],[3];(11, 7);(0, 1);40;3;1
777;35;[2],[1];(11, 4);(0, 1);40;2;1
778;36;[2],[2];(11, 7);(0, 7);40;0;6
779;37;[3],[1];(11, 1);(0, 4);40;0;3
780;9;;(11, 1);(0, 1);41;8;1
781;17;;(11, 10);(0, 7);41;11;6
782;20;[2],[3];(11, 4);(0, 10);41;5;11
783;21;;(11, 10);(0, 7);41;10;10
784;22;[3];(11, 7);(0, 10);41;6;9
785;23;[3];(11, 7);(0, 1);41;3;2
786;24;[3];(11, 7);(0, 10);41;4;7
787;25;[3];(11, 10);(0, 4);41;3;2
788;26;[3],[2];(11, 1);(0, 4);41;2;2
789;27;[1],[3];(11, 7);(0, 10);41;5;9
790;28;[3];(11, 10);(0, 1);41;3;2
791;29;;(11, 1);(0, 10);41;6;11
792;30;[3],[1];(11, 7);(0, 10);41;3;4
793;31;[3],[1];(11, 4);(0, 7);41;3;3
794;32;[1],[2];(11, 10);(0, 4);41;3;3
795;33;[2],[1];(11, 1);(0, 1);41;2;0
796;34;[3],[3];(11, 7);(0, 1);41;3;1
797;35;[2],[1];(11, 4);(0, 1);41;2;0
798;36;[2],[2];(11, 7);(0, 7);41;1;6
799;37;[3],[1];(11, 1);(0, 4);41;1;3
800;9;;(11, 1);(0, 1);42;9;1
801;17;;(11, 10);(0, 7);42;11;7
802;20;[2],[3];(11, 4);(0, 10);42;5;11
803;22;[3];(11, 7);(0, 10);42;6;8
804;23;[3];(11, 7);(0, 1);42;2;2
805;24;[3];(11, 7);(0, 10);42;4;6
806;25;;(11, 10);(0, 4);42;3;2
807;26;[3],[2];(11, 1);(0, 4);42;2;2
808;27;[1],[3];(11, 7);(0, 10);42;5;9
809;28;[3];(11, 10);(0, 1);42;3;2
810;29;;(11, 1);(0, 10);42;6;10
811;30;[3],[1];(11, 7);(0, 10);42;3;3
812;31;[3],[1];(11, 4);(0, 7);42;3;2
813;32;[1],[2];(11, 10);(0, 4);42;3;3
814;33;[2],[1];(11, 1);(0, 1);42;2;0
815;34;[3],[3];(11, 7);(0, 1);42;3;2
816;35;[2],[1];(11, 4);(0, 1);42;3;0
817;36;[2],[2];(11, 7);(0, 7);42;2;6
818;37;[3],[1];(11, 1);(0, 4);42;1;2
819;38;[2],[1];(11, 4);(0, 4);42;0;4
820;9;;(11, 1);(0, 1);43;10;1
821;17;;(11, 10);(0, 7);43;11;8
822;20;[2],[3];(11, 4);(0, 10);43;5;11
823;22;[3];(11, 7);(0, 10);43;6;7
824;23;[3];(11, 7);(0, 1);43;1;2
825;24;[3];(11, 7);(0, 10);43;4;5
826;25;;(11, 10);(0, 4);43;4;2
827;26;[3],[2];(11, 1);(0, 4);43;2;2
828;27;[1],[3];(11, 7);(0, 10);43;5;9
829;28;[3];(11, 10);(0, 1);43;3;2
830;29;;(11, 1);(0, 10);43;6;9
831;30;[3],[1];(11, 7);(0, 10);43;3;3
832;31;[3],[1];(11, 4);(0, 7);43;3;2
833;32;[1],[2];(11, 10);(0, 4);43;3;3
834;33;[2],[1];(11, 1);(0, 1);43;3;0
835;34;[3],[3];(11, 7);(0, 1);43;3;2
836;35;[1];(11, 4);(0, 1);43;3;0
837;36;[2],[2];(11, 7);(0, 7);43;2;5
838;37;[3],[1];(11, 1);(0, 4);43;2;2
839;38;[2],[1];(11, 4);(0, 4);43;0;3
840;17;;(11, 10);(0, 7);44;11;9
841;20;[2],[3];(11, 4);(0, 10);44;5;11
842;22;[3];(11, 7);(0, 10);44;6;6
843;23;[3];(11, 7);(0, 1);44;2;2
844;24;[3];(11, 7);(0, 10);44;3;5
845;25;;(11, 10);(0, 4);44;5;2
846;26;[3],[2];(11, 1);(0, 4);44;2;2
847;27;[3];(11, 7);(0, 10);44;5;9
848;28;;(11, 10);(0, 1);44;3;2
849;29;;(11, 1);(0, 10);44;7;9
850;30;[3],[1];(11, 7);(0, 10);44;3;3
851;31;[3],[1];(11, 4);(0, 7);44;3;2
852;32;[2];(11, 10);(0, 4);44;3;3
853;33;[1];(11, 1);(0, 1);44;3;0
854;34;[3],[3];(11, 7);(0, 1);44;3;2
855;35;[1];(11, 4);(0, 1);44;3;1
856;36;[2],[2];(11, 7);(0, 7);44;2;4
857;37;[3],[1];(11, 1);(0, 4);44;2;2
858;38;[2],[1];(11, 4);(0, 4);44;0;2
859;39;[2],[1];(11, 7);(0, 10);44;0;10
860;20;[2],[3];(11, 4);(0, 10);45;5;11
861;22;[3];(11, 7);(0, 10);45;6;5
862;23;[3];(11, 7);(0, 1);45;3;2
863;24;[3];(11, 7);(0, 10);45;3;4
864;25;;(11, 10);(0, 4);45;5;3
865;26;[3],[2];(11, 1);(0, 4);45;2;2
866;27;[3];(11, 7);(0, 10);45;5;8
867;28;;(11, 10);(0, 1);45;4;2
868;29;;(11, 1);(0, 10);45;7;8
869;30;[3],[1];(11, 7);(0, 10);45;3;3
870;31;[3],[1];(11, 4);(0, 7);45;3;2
871;32;[2];(11, 10);(0, 4);45;3;2
872;33;[1];(11, 1);(0, 1);45;3;1
873;34;[3];(11, 7);(0, 1);45;3;2
874;35;[1];(11, 4);(0, 1);45;3;2
875;36;[2],[2];(11, 7);(0, 7);45;3;4
876;37;[3],[1];(11, 1);(0, 4);45;2;2
877;38;[2],[1];(11, 4);(0, 4);45;1;2
878;39;[2],[1];(11, 7);(0, 10);45;0;11
879;40;[3],[3];(11, 7);(0, 4);45;0;4
880;20;[2],[3];(11, 4);(0, 10);46;5;11
881;22;[3];(11, 7);(0, 10);46;6;4
882;23;[3];(11, 7);(0, 1);46;3;2
883;24;[3];(11, 7);(0, 10);46;3;3
884;25;;(11, 10);(0, 4);46;5;4
885;26;[3],[2];(11, 1);(0, 4);46;2;2
886;27;[3];(11, 7);(0, 10);46;5;7
887;28;;(11, 10);(0, 1);46;5;2
888;29;;(11, 1);(0, 10);46;8;8
889;30;[3],[1];(11, 7);(0, 10);46;3;3
890;31;[3],[1];(11, 4);(0, 7);46;3;2
891;32;[2];(11, 10);(0, 4);46;3;1
892;33;[1];(11, 1);(0, 1);46;3;2
893;34;;(11, 7);(0, 1);46;3;2
894;35;[1];(11, 4);(0, 1);46;3;3
895;36;[2],[2];(11, 7);(0, 7);46;3;3
896;37;[3],[1];(11, 1);(0, 4);46;2;2
897;38;[2],[1];(11, 4);(0, 4);46;2;2
898;39;[2],[1];(11, 7);(0, 10);46;1;11
899;40;[3],[3];(11, 7);(0, 4);46;0;3
900;20;[2],[3];(11, 4);(0, 10);47;6;11
901;22;[3];(11, 7);(0, 10);47;6;3
902;23;[3];(11, 7);(0, 1);47;2;2
903;24;[3];(11, 7);(0, 10);47;3;3
904;25;;(11, 10);(0, 4);47;5;5
905;26;[3],[2];(11, 1);(0, 4);47;3;2
906;27;[3];(11, 7);(0, 10);47;4;7
907;28;;(11, 10);(0, 1);47;5;3
908;29;;(11, 1);(0, 10);47;8;7
909;30;[3],[1];(11, 7);(0, 10);47;3;3
910;31;[3],[1];(11, 4);(0, 7);47;3;2
911;32;[2];(11, 10);(0, 4);47;3;1
912;33;[1];(11, 1);(0, 1);47;2;2
913;34;;(11, 7);(0, 1);47;4;2
914;35;;(11, 4);(0, 1);47;3;3
915;36;[2],[2];(11, 7);(0, 7);47;3;2
916;37;[3],[1];(11, 1);(0, 4);47;3;2
917;38;[2],[1];(11, 4);(0, 4);47;2;1
918;39;[2],[1];(11, 7);(0, 10);47;2;11
919;40;[3],[3];(11, 7);(0, 4);47;1;3
920;20;[2],[3];(11, 4);(0, 10);48;6;11
921;22;[3];(11, 7);(0, 10);48;6;2
922;23;[3];(11, 7);(0, 1);48;2;2
923;24;[3];(11, 7);(0, 10);48;3;2
924;25;;(11, 10);(0, 4);48;6;5
925;26;[2];(11, 1);(0, 4);48;3;2
926;27;[3];(11, 7);(0, 10);48;4;6
927;28;;(11, 10);(0, 1);48;5;4
928;29;;(11, 1);(0, 10);48;8;6
929;30;[3],[1];(11, 7);(0, 10);48;3;2
930;31;[3],[1];(11, 4);(0, 7);48;3;2
931;32;[2];(11, 10);(0, 4);48;3;1
932;33;[1];(11, 1);(0, 1);48;2;3
933;34;;(11, 7);(0, 1);48;4;3
934;35;;(11, 4);(0, 1);48;4;3
935;36;[2],[2];(11, 7);(0, 7);48;3;1
936;37;[3],[1];(11, 1);(0, 4);48;3;2
937;38;[2],[1];(11, 4);(0, 4);48;2;0
938;39;[2],[1];(11, 7);(0, 10);48;3;11
939;40;[3],[3];(11, 7);(0, 4);48;1;2
940;20;[2],[3];(11, 4);(0, 10);49;6;11
941;22;[3];(11, 7);(0, 10);49;6;1
942;23;[3];(11, 7);(0, 1);49;3;2
943;24;[3];(11, 7);(0, 10);49;3;2
944;25;;(11, 10);(0, 4);49;7;5
945;26;[2];(11, 1);(0, 4);49;3;1
946;27;[3];(11, 7);(0, 10);49;4;5
947;28;;(11, 10);(0, 1);49;5;5
948;29;;(11, 1);(0, 10);49;8;5
949;30;[3],[1];(11, 7);(0, 10);49;3;2
950;31;[1];(11, 4);(0, 7);49;3;2
951;32;[2];(11, 10);(0, 4);49;3;0
952;33;[1];(11, 1);(0, 1);49;2;3
953;34;;(11, 7);(0, 1);49;5;3
954;35;;(11, 4);(0, 1);49;4;4
955;36;[2],[2];(11, 7);(0, 7);49;3;0
956;37;[3],[1];(11, 1);(0, 4);49;3;2
957;38;[2],[1];(11, 4);(0, 4);49;3;0
958;39;[2],[1];(11, 7);(0, 10);49;4;11
959;40;[3],[3];(11, 7);(0, 4);49;2;2
960;20;[2],[3];(11, 4);(0, 10);50;6;11
961;22;;(11, 7);(0, 10);50;6;1
962;23;[3];(11, 7);(0, 1);50;4;2
963;24;;(11, 7);(0, 10);50;3;2
964;25;;(11, 10);(0, 4);50;8;5
965;26;[2];(11, 1);(0, 4);50;3;1
966;27;[3];(11, 7);(0, 10);50;3;5
967;28;;(11, 10);(0, 1);50;6;5
968;29;;(11, 1);(0, 10);50;8;4
969;30;[3],[1];(11, 7);(0, 10);50;3;2
970;31;[1];(11, 4);(0, 7);50;3;2
971;32;;(11, 10);(0, 4);50;3;0
972;33;[1];(11, 1);(0, 1);50;2;3
973;34;;(11, 7);(0, 1);50;6;3
974;35;;(11, 4);(0, 1);50;5;4
975;36;[2],[2];(11, 7);(0, 7);50;3;0
976;37;[3],[1];(11, 1);(0, 4);50;3;2
977;38;[2],[1];(11, 4);(0, 4);50;3;0
978;39;[2],[1];(11, 7);(0, 10);50;5;11
979;40;[3],[3];(11, 7);(0, 4);50;2;2
980;20;[2],[3];(11, 4);(0, 10);51;6;11
981;22;;(11, 7);(0, 10);51;7;1
982;23;[3];(11, 7);(0, 1);51;3;2
983;24;;(11, 7);(0, 10);51;4;2
984;25;;(11, 10);(0, 4);51;9;5
985;26;[2];(11, 1);(0, 4);51;3;1
986;27;[3];(11, 7);(0, 10);51;3;4
987;28;;(11, 10);(0, 1);51;7;5
988;29;;(11, 1);(0, 10);51;8;3
989;30;[3],[1];(11, 7);(0, 10);51;3;2
990;31;[1];(11, 4);(0, 7);51;2;2
991;32;;(11, 10);(0, 4);51;3;1
992;33;[1];(11, 1);(0, 1);51;3;3
993;34;;(11, 7);(0, 1);51;6;4
994;35;;(11, 4);(0, 1);51;6;4
995;36;[2];(11, 7);(0, 7);51;3;0
996;37;[1];(11, 1);(0, 4);51;3;2
997;38;[2],[1];(11, 4);(0, 4);51;3;0
998;39;[2],[1];(11, 7);(0, 10);51;5;11
999;40;[3],[3];(11, 7);(0, 4);51;2;2
1000;20;[2],[3];(11, 4);(0, 10);52;6;11
1001;22;;(11, 7);(0, 10);52;7;2
1002;23;[3];(11, 7);(0, 1);52;3;2
1003;24;;(11, 7);(0, 10);52;4;3
1004;25;;(11, 10);(0, 4);52;10;5
1005;26;[2];(11, 1);(0, 4);52;3;1
1006;27;[3];(11, 7);(0, 10);52;3;3
1007;28;;(11, 10);(0, 1);52;8;5
1008;29;;(11, 1);(0, 10);52;8;2
1009;30;[1];(11, 7);(0, 10);52;3;2
1010;31;[1];(11, 4);(0, 7);52;2;3
1011;32;;(11, 10);(0, 4);52;4;1
1012;33;;(11, 1);(0, 1);52;3;3
1013;34;;(11, 7);(0, 1);52;7;4
1014;35;;(11, 4);(0, 1);52;7;4
1015;36;[2];(11, 7);(0, 7);52;3;0
1016;37;[1];(11, 1);(0, 4);52;3;2
1017;38;[1];(11, 4);(0, 4);52;3;0
1018;39;[2],[1];(11, 7);(0, 10);52;6;11
1019;40;[3],[3];(11, 7);(0, 4);52;2;2
1020;20;[3];(11, 4);(0, 10);53;6;11
1021;22;;(11, 7);(0, 10);53;8;2
1022;23;;(11, 7);(0, 1);53;3;2
1023;24;;(11, 7);(0, 10);53;5;3
1024;25;;(11, 10);(0, 4);53;11;5
1025;26;[2];(11, 1);(0, 4);53;3;1
1026;27;[3];(11, 7);(0, 10);53;3;2
1027;28;;(11, 10);(0, 1);53;9;5
1028;29;;(11, 1);(0, 10);53;8;1
1029;30;[1];(11, 7);(0, 10);53;3;2
1030;31;[1];(11, 4);(0, 7);53;2;3
1031;32;;(11, 10);(0, 4);53;4;2
1032;33;;(11, 1);(0, 1);53;4;3
1033;34;;(11, 7);(0, 1);53;7;5
1034;35;;(11, 4);(0, 1);53;8;4
1035;36;;(11, 7);(0, 7);53;3;0
1036;37;[1];(11, 1);(0, 4);53;3;2
1037;38;[1];(11, 4);(0, 4);53;3;1
1038;39;[2],[1];(11, 7);(0, 10);53;6;11
1039;40;[3],[3];(11, 7);(0, 4);53;3;2
1040;20;[3];(11, 4);(0, 10);54;6;10
1041;22;;(11, 7);(0, 10);54;8;3
1042;23;;(11, 7);(0, 1);54;4;2
1043;24;;(11, 7);(0, 10);54;6;3
1044;25;;(11, 10);(0, 4);54;11;6
1045;26;[2];(11, 1);(0, 4);54;3;1
1046;27;;(11, 7);(0, 10);54;3;2
1047;28;;(11, 10);(0, 1);54;10;5
1048;29;;(11, 1);(0, 10);54;9;1
1049;30;[1];(11, 7);(0, 10);54;3;2
1050;31;[1];(11, 4);(0, 7);54;3;3
1051;32;;(11, 10);(0, 4);54;5;2
1052;33;;(11, 1);(0, 1);54;4;2
1053;34;;(11, 7);(0, 1);54;7;6
1054;35;;(11, 4);(0, 1);54;9;4
1055;36;;(11, 7);(0, 7);54;3;1
1056;37;[1];(11, 1);(0, 4);54;3;2
1057;38;[1];(11, 4);(0, 4);54;3;2
1058;39;[1];(11, 7);(0, 10);54;6;11
1059;40;[3],[3];(11, 7);(0, 4);54;3;2
1060;20;[3];(11, 4);(0, 10);55;6;9
1061;22;;(11, 7);(0, 10);55;9;3
1062;23;;(11, 7);(0, 1);55;4;3
1063;24;;(11, 7);(0, 10);55;6;4
1064;25;;(11, 10);(0, 4);55;11;7
1065;26;[2];(11, 1);(0, 4);55;3;0
1066;27;;(11, 7);(0, 10);55;4;2
1067;28;;(11, 10);(0, 1);55;11;5
1068;29;;(11, 1);(0, 10);55;10;1
1069;30;[1];(11, 7);(0, 10);55;3;3
1070;31;;(11, 4);(0, 7);55;3;3
1071;32;;(11, 10);(0, 4);55;5;3
1072;33;;(11, 1);(0, 1);55;4;1
1073;34;;(11, 7);(0, 1);55;8;6
1074;35;;(11, 4);(0, 1);55;10;4
1075;36;;(11, 7);(0, 7);55;3;2
1076;37;[1];(11, 1);(0, 4);55;3;2
1077;38;[1];(11, 4);(0, 4);55;3;2
