;id;items in queue;process type;time;x;y
8286;78;[];1;57;6;6
8287;79;[];0;57;6;7
8288;80;[];0;57;6;8
8289;81;[];0;57;6;9
8290;82;[];0;57;6;10
8291;83;[];0;57;6;11
8292;84;[];0;57;7;0
8293;85;[];1;57;7;1
8294;86;[];0;57;7;2
8295;87;[];0;57;7;3
8296;88;[];0;57;7;4
8297;89;[];0;57;7;5
8298;90;[];0;57;7;6
8299;91;[];0;57;7;7
8300;92;[];2;57;7;8
8301;93;[];0;57;7;9
8302;94;[];0;57;7;10
8303;95;[];0;57;7;11
8304;96;[];0;57;8;0
8305;97;[];0;57;8;1
8306;98;[];0;57;8;2
8307;99;[];0;57;8;3
8308;100;[];0;57;8;4
8309;101;[];0;57;8;5
8310;102;[];0;57;8;6
8311;103;[];0;57;8;7
8312;104;[];0;57;8;8
8313;105;[];0;57;8;9
8314;106;[];0;57;8;10
8315;107;[];0;57;8;11
8316;108;[];0;57;9;0
8317;109;[];0;57;9;1
8318;110;[];3;57;9;2
8319;111;[];0;57;9;3
8320;112;[];0;57;9;4
8321;113;[];0;57;9;5
8322;114;[];0;57;9;6
8323;115;[];0;57;9;7
8324;116;[];0;57;9;8
8325;117;[];0;57;9;9
8326;118;[];0;57;9;10
8327;119;[];0;57;9;11
8328;120;[];0;57;10;0
8329;121;[];0;57;10;1
8330;122;[];0;57;10;2
8331;123;[];0;57;10;3
8332;124;[];0;57;10;4
8333;125;[];0;57;10;5
8334;126;[];0;57;10;6
8335;127;[];0;57;10;7
8336;128;[];0;57;10;8
8337;129;[];0;57;10;9
8338;130;[];0;57;10;10
8339;131;[];0;57;10;11
8340;132;[];0;57;11;0
8341;133;[];0;57;11;1
8342;134;[];0;57;11;2
8343;135;[];0;57;11;3
8344;136;[];0;57;11;4
8345;137;[];0;57;11;5
8346;138;[];0;57;11;6
8347;139;[];0;57;11;7
8348;140;[];0;57;11;8
8349;141;[];0;57;11;9
8350;142;[];0;57;11;10
8351;143;[];0;57;11;11
8352;0;[];0;58;0;0
8353;1;[];0;58;0;1
8354;2;[];0;58;0;2
8355;3;[];0;58;0;3
8356;4;[];0;58;0;4
8357;5;[];0;58;0;5
8358;6;[];0;58;0;6
8359;7;[];0;58;0;7
8360;8;[];0;58;0;8
8361;9;[];0;58;0;9
8362;10;[];0;58;0;10
8363;11;[];0;58;0;11
8364;12;[];0;58;1;0
8365;13;[];0;58;1;1
8366;14;[];0;58;1;2
8367;15;[];0;58;1;3
8368;16;[];0;58;1;4
8369;17;[];0;58;1;5
8370;18;[];0;58;1;6
8371;19;[];0;58;1;7
8372;20;[];0;58;1;8
8373;21;[];0;58;1;9
8374;22;[];0;58;1;10
8375;23;[];0;58;1;11
8376;24;[];0;58;2;0
8377;25;[];0;58;2;1
8378;26;[];2;58;2;2
8379;27;[];0;58;2;3
8380;28;[];0;58;2;4
8381;29;[];0;58;2;5
8382;30;[];0;58;2;6
8383;31;[];0;58;2;7
8384;32;[];0;58;2;8
8385;33;[];0;58;2;9
8386;34;[];0;58;2;10
8387;35;[];0;58;2;11
8388;36;[];0;58;3;0
8389;37;[];0;58;3;1
8390;38;[];3;58;3;2
8391;39;[];0;58;3;3
8392;40;[];0;58;3;4
8393;41;[];0;58;3;5
8394;42;[];0;58;3;6
8395;43;[];0;58;3;7
8396;44;[];0;58;3;8
8397;45;[];0;58;3;9
8398;46;[];0;58;3;10
8399;47;[];0;58;3;11
8400;48;[];0;58;4;0
8401;49;[];0;58;4;1
8402;50;[];0;58;4;2
8403;51;[];0;58;4;3
8404;52;[];0;58;4;4
8405;53;[];0;58;4;5
8406;54;[];0;58;4;6
8407;55;[];0;58;4;7
8408;56;[];0;58;4;8
8409;57;[];0;58;4;9
8410;58;[];0;58;4;10
8411;59;[];0;58;4;11
8412;60;[];0;58;5;0
8413;61;[];0;58;5;1
8414;62;[];0;58;5;2
8415;63;[];0;58;5;3
8416;64;[];0;58;5;4
8417;65;[];0;58;5;5
8418;66;[];0;58;5;6
8419;67;[];0;58;5;7
8420;68;[];0;58;5;8
8421;69;[];0;58;5;9
8422;70;[];0;58;5;10
8423;71;[];0;58;5;11
8424;72;[];0;58;6;0
8425;73;[];0;58;6;1
8426;74;[];0;58;6;2
8427;75;[];0;58;6;3
8428;76;[];0;58;6;4
8429;77;[];0;58;6;5
8430;78;[];1;58;6;6
8431;79;[];0;58;6;7
8432;80;[];0;58;6;8
8433;81;[];0;58;6;9
8434;82;[];0;58;6;10
8435;83;[];0;58;6;11
8436;84;[];0;58;7;0
8437;85;[];1;58;7;1
8438;86;[];0;58;7;2
8439;87;[];0;58;7;3
8440;88;[];0;58;7;4
8441;89;[];0;58;7;5
8442;90;[];0;58;7;6
8443;91;[];0;58;7;7
8444;92;[];2;58;7;8
8445;93;[];0;58;7;9
8446;94;[];0;58;7;10
8447;95;[];0;58;7;11
8448;96;[];0;58;8;0
8449;97;[];0;58;8;1
8450;98;[];0;58;8;2
8451;99;[];0;58;8;3
8452;100;[];0;58;8;4
8453;101;[];0;58;8;5
8454;102;[];0;58;8;6
8455;103;[];0;58;8;7
8456;104;[];0;58;8;8
8457;105;[];0;58;8;9
8458;106;[];0;58;8;10
8459;107;[];0;58;8;11
8460;108;[];0;58;9;0
8461;109;[];0;58;9;1
8462;110;[];3;58;9;2
8463;111;[];0;58;9;3
8464;112;[];0;58;9;4
8465;113;[];0;58;9;5
8466;114;[];0;58;9;6
8467;115;[];0;58;9;7
8468;116;[];0;58;9;8
8469;117;[];0;58;9;9
8470;118;[];0;58;9;10
8471;119;[];0;58;9;11
8472;120;[];0;58;10;0
8473;121;[];0;58;10;1
8474;122;[];0;58;10;2
8475;123;[];0;58;10;3
8476;124;[];0;58;10;4
8477;125;[];0;58;10;5
8478;126;[];0;58;10;6
8479;127;[];0;58;10;7
8480;128;[];0;58;10;8
8481;129;[];0;58;10;9
8482;130;[];0;58;10;10
8483;131;[];0;58;10;11
8484;132;[];0;58;11;0
8485;133;[];0;58;11;1
8486;134;[];0;58;11;2
8487;135;[];0;58;11;3
8488;136;[];0;58;11;4
8489;137;[];0;58;11;5
8490;138;[];0;58;11;6
8491;139;[];0;58;11;7
8492;140;[];0;58;11;8
8493;141;[];0;58;11;9
8494;142;[];0;58;11;10
8495;143;[];0;58;11;11
8496;0;[];0;59;0;0
8497;1;[];0;59;0;1
8498;2;[];0;59;0;2
8499;3;[];0;59;0;3
8500;4;[];0;59;0;4
8501;5;[];0;59;0;5
8502;6;[];0;59;0;6
8503;7;[];0;59;0;7
8504;8;[];0;59;0;8
8505;9;[];0;59;0;9
8506;10;[];0;59;0;10
8507;11;[];0;59;0;11
8508;12;[];0;59;1;0
8509;13;[];0;59;1;1
8510;14;[];0;59;1;2
8511;15;[];0;59;1;3
8512;16;[];0;59;1;4
8513;17;[];0;59;1;5
8514;18;[];0;59;1;6
8515;19;[];0;59;1;7
8516;20;[];0;59;1;8
8517;21;[];0;59;1;9
8518;22;[];0;59;1;10
8519;23;[];0;59;1;11
8520;24;[];0;59;2;0
8521;25;[];0;59;2;1
8522;26;[];2;59;2;2
8523;27;[];0;59;2;3
8524;28;[];0;59;2;4
8525;29;[];0;59;2;5
8526;30;[];0;59;2;6
8527;31;[];0;59;2;7
8528;32;[];0;59;2;8
8529;33;[];0;59;2;9
8530;34;[];0;59;2;10
8531;35;[];0;59;2;11
8532;36;[];0;59;3;0
8533;37;[];0;59;3;1
8534;38;[];3;59;3;2
8535;39;[];0;59;3;3
8536;40;[];0;59;3;4
8537;41;[];0;59;3;5
8538;42;[];0;59;3;6
8539;43;[];0;59;3;7
8540;44;[];0;59;3;8
8541;45;[];0;59;3;9
8542;46;[];0;59;3;10
8543;47;[];0;59;3;11
8544;48;[];0;59;4;0
8545;49;[];0;59;4;1
8546;50;[];0;59;4;2
8547;51;[];0;59;4;3
8548;52;[];0;59;4;4
8549;53;[];0;59;4;5
8550;54;[];0;59;4;6
8551;55;[];0;59;4;7
8552;56;[];0;59;4;8
8553;57;[];0;59;4;9
8554;58;[];0;59;4;10
8555;59;[];0;59;4;11
8556;60;[];0;59;5;0
8557;61;[];0;59;5;1
8558;62;[];0;59;5;2
8559;63;[];0;59;5;3
8560;64;[];0;59;5;4
8561;65;[];0;59;5;5
8562;66;[];0;59;5;6
8563;67;[];0;59;5;7
8564;68;[];0;59;5;8
8565;69;[];0;59;5;9
8566;70;[];0;59;5;10
8567;71;[];0;59;5;11
8568;72;[];0;59;6;0
8569;73;[];0;59;6;1
8570;74;[];0;59;6;2
8571;75;[];0;59;6;3
8572;76;[];0;59;6;4
8573;77;[];0;59;6;5
8574;78;[];1;59;6;6
8575;79;[];0;59;6;7
8576;80;[];0;59;6;8
8577;81;[];0;59;6;9
8578;82;[];0;59;6;10
8579;83;[];0;59;6;11
8580;84;[];0;59;7;0
8581;85;[];1;59;7;1
8582;86;[];0;59;7;2
8583;87;[];0;59;7;3
8584;88;[];0;59;7;4
8585;89;[];0;59;7;5
8586;90;[];0;59;7;6
8587;91;[];0;59;7;7
8588;92;[];2;59;7;8
8589;93;[];0;59;7;9
8590;94;[];0;59;7;10
8591;95;[];0;59;7;11
8592;96;[];0;59;8;0
8593;97;[];0;59;8;1
8594;98;[];0;59;8;2
8595;99;[];0;59;8;3
8596;100;[];0;59;8;4
8597;101;[];0;59;8;5
8598;102;[];0;59;8;6
8599;103;[];0;59;8;7
8600;104;[];0;59;8;8
8601;105;[];0;59;8;9
8602;106;[];0;59;8;10
8603;107;[];0;59;8;11
8604;108;[];0;59;9;0
8605;109;[];0;59;9;1
8606;110;[];3;59;9;2
8607;111;[];0;59;9;3
8608;112;[];0;59;9;4
8609;113;[];0;59;9;5
8610;114;[];0;59;9;6
8611;115;[];0;59;9;7
8612;116;[];0;59;9;8
8613;117;[];0;59;9;9
8614;118;[];0;59;9;10
8615;119;[];0;59;9;11
8616;120;[];0;59;10;0
8617;121;[];0;59;10;1
8618;122;[];0;59;10;2
8619;123;[];0;59;10;3
8620;124;[];0;59;10;4
8621;125;[];0;59;10;5
8622;126;[];0;59;10;6
8623;127;[];0;59;10;7
8624;128;[];0;59;10;8
8625;129;[];0;59;10;9
8626;130;[];0;59;10;10
8627;131;[];0;59;10;11
8628;132;[];0;59;11;0
8629;133;[];0;59;11;1
8630;134;[];0;59;11;2
8631;135;[];0;59;11;3
8632;136;[];0;59;11;4
8633;137;[];0;59;11;5
8634;138;[];0;59;11;6
8635;139;[];0;59;11;7
8636;140;[];0;59;11;8
8637;141;[];0;59;11;9
8638;142;[];0;59;11;10
8639;143;[];0;59;11;11
8640;0;[];0;60;0;0
8641;1;[];0;60;0;1
8642;2;[];0;60;0;2
8643;3;[];0;60;0;3
8644;4;[];0;60;0;4
8645;5;[];0;60;0;5
8646;6;[];0;60;0;6
8647;7;[];0;60;0;7
8648;8;[];0;60;0;8
8649;9;[];0;60;0;9
8650;10;[];0;60;0;10
8651;11;[];0;60;0;11
8652;12;[];0;60;1;0
8653;13;[];0;60;1;1
8654;14;[];0;60;1;2
8655;15;[];0;60;1;3
8656;16;[];0;60;1;4
8657;17;[];0;60;1;5
8658;18;[];0;60;1;6
8659;19;[];0;60;1;7
8660;20;[];0;60;1;8
8661;21;[];0;60;1;9
8662;22;[];0;60;1;10
8663;23;[];0;60;1;11
8664;24;[];0;60;2;0
8665;25;[];0;60;2;1
8666;26;[];2;60;2;2
8667;27;[];0;60;2;3
8668;28;[];0;60;2;4
8669;29;[];0;60;2;5
8670;30;[];0;60;2;6
8671;31;[];0;60;2;7
8672;32;[];0;60;2;8
8673;33;[];0;60;2;9
8674;34;[];0;60;2;10
8675;35;[];0;60;2;11
8676;36;[];0;60;3;0
8677;37;[];0;60;3;1
8678;38;[];3;60;3;2
8679;39;[];0;60;3;3
8680;40;[];0;60;3;4
8681;41;[];0;60;3;5
8682;42;[];0;60;3;6
8683;43;[];0;60;3;7
8684;44;[];0;60;3;8
8685;45;[];0;60;3;9
8686;46;[];0;60;3;10
8687;47;[];0;60;3;11
8688;48;[];0;60;4;0
8689;49;[];0;60;4;1
8690;50;[];0;60;4;2
8691;51;[];0;60;4;3
8692;52;[];0;60;4;4
8693;53;[];0;60;4;5
8694;54;[];0;60;4;6
8695;55;[];0;60;4;7
8696;56;[];0;60;4;8
8697;57;[];0;60;4;9
8698;58;[];0;60;4;10
8699;59;[];0;60;4;11
8700;60;[];0;60;5;0
8701;61;[];0;60;5;1
8702;62;[];0;60;5;2
8703;63;[];0;60;5;3
8704;64;[];0;60;5;4
8705;65;[];0;60;5;5
8706;66;[];0;60;5;6
8707;67;[];0;60;5;7
8708;68;[];0;60;5;8
8709;69;[];0;60;5;9
8710;70;[];0;60;5;10
8711;71;[];0;60;5;11
8712;72;[];0;60;6;0
8713;73;[];0;60;6;1
8714;74;[];0;60;6;2
8715;75;[];0;60;6;3
8716;76;[];0;60;6;4
8717;77;[];0;60;6;5
8718;78;[];1;60;6;6
8719;79;[];0;60;6;7
8720;80;[];0;60;6;8
8721;81;[];0;60;6;9
8722;82;[];0;60;6;10
8723;83;[];0;60;6;11
8724;84;[];0;60;7;0
8725;85;[];1;60;7;1
8726;86;[];0;60;7;2
8727;87;[];0;60;7;3
8728;88;[];0;60;7;4
8729;89;[];0;60;7;5
8730;90;[];0;60;7;6
8731;91;[];0;60;7;7
8732;92;[];2;60;7;8
8733;93;[];0;60;7;9
8734;94;[];0;60;7;10
8735;95;[];0;60;7;11
8736;96;[];0;60;8;0
8737;97;[];0;60;8;1
8738;98;[];0;60;8;2
8739;99;[];0;60;8;3
8740;100;[];0;60;8;4
8741;101;[];0;60;8;5
8742;102;[];0;60;8;6
8743;103;[];0;60;8;7
8744;104;[];0;60;8;8
8745;105;[];0;60;8;9
8746;106;[];0;60;8;10
8747;107;[];0;60;8;11
8748;108;[];0;60;9;0
8749;109;[];0;60;9;1
8750;110;[];3;60;9;2
8751;111;[];0;60;9;3
8752;112;[];0;60;9;4
8753;113;[];0;60;9;5
8754;114;[];0;60;9;6
8755;115;[];0;60;9;7
8756;116;[];0;60;9;8
8757;117;[];0;60;9;9
8758;118;[];0;60;9;10
8759;119;[];0;60;9;11
8760;120;[];0;60;10;0
8761;121;[];0;60;10;1
8762;122;[];0;60;10;2
8763;123;[];0;60;10;3
8764;124;[];0;60;10;4
8765;125;[];0;60;10;5
8766;126;[];0;60;10;6
8767;127;[];0;60;10;7
8768;128;[];0;60;10;8
8769;129;[];0;60;10;9
8770;130;[];0;60;10;10
8771;131;[];0;60;10;11
8772;132;[];0;60;11;0
8773;133;[];0;60;11;1
8774;134;[];0;60;11;2
8775;135;[];0;60;11;3
8776;136;[];0;60;11;4
8777;137;[];0;60;11;5
8778;138;[];0;60;11;6
8779;139;[];0;60;11;7
8780;140;[];0;60;11;8
8781;141;[];0;60;11;9
8782;142;[];0;60;11;10
8783;143;[];0;60;11;11
8784;0;[];0;61;0;0
8785;1;[];0;61;0;1
8786;2;[];0;61;0;2
8787;3;[];0;61;0;3
8788;4;[];0;61;0;4
8789;5;[];0;61;0;5
8790;6;[];0;61;0;6
8791;7;[];0;61;0;7
8792;8;[];0;61;0;8
8793;9;[];0;61;0;9
8794;10;[];0;61;0;10
8795;11;[];0;61;0;11
8796;12;[];0;61;1;0
8797;13;[];0;61;1;1
8798;14;[];0;61;1;2
8799;15;[];0;61;1;3
8800;16;[];0;61;1;4
8801;17;[];0;61;1;5
8802;18;[];0;61;1;6
8803;19;[];0;61;1;7
8804;20;[];0;61;1;8
8805;21;[];0;61;1;9
8806;22;[];0;61;1;10
8807;23;[];0;61;1;11
8808;24;[];0;61;2;0
8809;25;[];0;61;2;1
8810;26;[];2;61;2;2
8811;27;[];0;61;2;3
8812;28;[];0;61;2;4
8813;29;[];0;61;2;5
8814;30;[];0;61;2;6
8815;31;[];0;61;2;7
8816;32;[];0;61;2;8
8817;33;[];0;61;2;9
8818;34;[];0;61;2;10
8819;35;[];0;61;2;11
8820;36;[];0;61;3;0
8821;37;[];0;61;3;1
8822;38;[];3;61;3;2
8823;39;[];0;61;3;3
8824;40;[];0;61;3;4
8825;41;[];0;61;3;5
8826;42;[];0;61;3;6
8827;43;[];0;61;3;7
8828;44;[];0;61;3;8
8829;45;[];0;61;3;9
8830;46;[];0;61;3;10
8831;47;[];0;61;3;11
8832;48;[];0;61;4;0
8833;49;[];0;61;4;1
8834;50;[];0;61;4;2
8835;51;[];0;61;4;3
8836;52;[];0;61;4;4
8837;53;[];0;61;4;5
8838;54;[];0;61;4;6
8839;55;[];0;61;4;7
8840;56;[];0;61;4;8
8841;57;[];0;61;4;9
8842;58;[];0;61;4;10
8843;59;[];0;61;4;11
8844;60;[];0;61;5;0
8845;61;[];0;61;5;1
8846;62;[];0;61;5;2
8847;63;[];0;61;5;3
8848;64;[];0;61;5;4
8849;65;[];0;61;5;5
8850;66;[];0;61;5;6
8851;67;[];0;61;5;7
8852;68;[];0;61;5;8
8853;69;[];0;61;5;9
8854;70;[];0;61;5;10
8855;71;[];0;61;5;11
8856;72;[];0;61;6;0
8857;73;[];0;61;6;1
8858;74;[];0;61;6;2
8859;75;[];0;61;6;3
8860;76;[];0;61;6;4
8861;77;[];0;61;6;5
8862;78;[];1;61;6;6
8863;79;[];0;61;6;7
8864;80;[];0;61;6;8
8865;81;[];0;61;6;9
8866;82;[];0;61;6;10
8867;83;[];0;61;6;11
8868;84;[];0;61;7;0
8869;85;[38];1;61;7;1
8870;86;[];0;61;7;2
8871;87;[];0;61;7;3
8872;88;[];0;61;7;4
8873;89;[];0;61;7;5
8874;90;[];0;61;7;6
8875;91;[];0;61;7;7
8876;92;[];2;61;7;8
8877;93;[];0;61;7;9
8878;94;[];0;61;7;10
8879;95;[];0;61;7;11
8880;96;[];0;61;8;0
8881;97;[];0;61;8;1
8882;98;[];0;61;8;2
8883;99;[];0;61;8;3
8884;100;[];0;61;8;4
8885;101;[];0;61;8;5
8886;102;[];0;61;8;6
8887;103;[];0;61;8;7
8888;104;[];0;61;8;8
8889;105;[];0;61;8;9
8890;106;[];0;61;8;10
8891;107;[];0;61;8;11
8892;108;[];0;61;9;0
8893;109;[];0;61;9;1
8894;110;[];3;61;9;2
8895;111;[];0;61;9;3
8896;112;[];0;61;9;4
8897;113;[];0;61;9;5
8898;114;[];0;61;9;6
8899;115;[];0;61;9;7
8900;116;[];0;61;9;8
8901;117;[];0;61;9;9
8902;118;[];0;61;9;10
8903;119;[];0;61;9;11
8904;120;[];0;61;10;0
8905;121;[];0;61;10;1
8906;122;[];0;61;10;2
8907;123;[];0;61;10;3
8908;124;[];0;61;10;4
8909;125;[];0;61;10;5
8910;126;[];0;61;10;6
8911;127;[];0;61;10;7
8912;128;[];0;61;10;8
8913;129;[];0;61;10;9
8914;130;[];0;61;10;10
8915;131;[];0;61;10;11
8916;132;[];0;61;11;0
8917;133;[];0;61;11;1
8918;134;[];0;61;11;2
8919;135;[];0;61;11;3
8920;136;[];0;61;11;4
8921;137;[];0;61;11;5
8922;138;[];0;61;11;6
8923;139;[];0;61;11;7
8924;140;[];0;61;11;8
8925;141;[];0;61;11;9
8926;142;[];0;61;11;10
8927;143;[];0;61;11;11
8928;0;[];0;62;0;0
8929;1;[];0;62;0;1
8930;2;[];0;62;0;2
8931;3;[];0;62;0;3
8932;4;[];0;62;0;4
8933;5;[];0;62;0;5
8934;6;[];0;62;0;6
8935;7;[];0;62;0;7
8936;8;[];0;62;0;8
8937;9;[];0;62;0;9
8938;10;[];0;62;0;10
8939;11;[];0;62;0;11
8940;12;[];0;62;1;0
8941;13;[];0;62;1;1
8942;14;[];0;62;1;2
8943;15;[];0;62;1;3
8944;16;[];0;62;1;4
8945;17;[];0;62;1;5
8946;18;[];0;62;1;6
8947;19;[];0;62;1;7
8948;20;[];0;62;1;8
8949;21;[];0;62;1;9
8950;22;[];0;62;1;10
8951;23;[];0;62;1;11
8952;24;[];0;62;2;0
8953;25;[];0;62;2;1
8954;26;[];2;62;2;2
8955;27;[];0;62;2;3
8956;28;[];0;62;2;4
8957;29;[];0;62;2;5
8958;30;[];0;62;2;6
8959;31;[];0;62;2;7
8960;32;[];0;62;2;8
8961;33;[];0;62;2;9
8962;34;[];0;62;2;10
8963;35;[];0;62;2;11
8964;36;[];0;62;3;0
8965;37;[];0;62;3;1
8966;38;[47];3;62;3;2
8967;39;[];0;62;3;3
8968;40;[];0;62;3;4
8969;41;[];0;62;3;5
8970;42;[];0;62;3;6
8971;43;[];0;62;3;7
8972;44;[];0;62;3;8
8973;45;[];0;62;3;9
8974;46;[];0;62;3;10
8975;47;[];0;62;3;11
8976;48;[];0;62;4;0
8977;49;[];0;62;4;1
8978;50;[];0;62;4;2
8979;51;[];0;62;4;3
8980;52;[];0;62;4;4
8981;53;[];0;62;4;5
8982;54;[];0;62;4;6
8983;55;[];0;62;4;7
8984;56;[];0;62;4;8
8985;57;[];0;62;4;9
8986;58;[];0;62;4;10
8987;59;[];0;62;4;11
8988;60;[];0;62;5;0
8989;61;[];0;62;5;1
8990;62;[];0;62;5;2
8991;63;[];0;62;5;3
8992;64;[];0;62;5;4
8993;65;[];0;62;5;5
8994;66;[];0;62;5;6
8995;67;[];0;62;5;7
8996;68;[];0;62;5;8
8997;69;[];0;62;5;9
8998;70;[];0;62;5;10
8999;71;[];0;62;5;11
9000;72;[];0;62;6;0
9001;73;[];0;62;6;1
9002;74;[];0;62;6;2
9003;75;[];0;62;6;3
9004;76;[];0;62;6;4
9005;77;[];0;62;6;5
9006;78;[];1;62;6;6
9007;79;[];0;62;6;7
9008;80;[];0;62;6;8
9009;81;[];0;62;6;9
9010;82;[];0;62;6;10
9011;83;[];0;62;6;11
9012;84;[];0;62;7;0
9013;85;[42];1;62;7;1
9014;86;[];0;62;7;2
9015;87;[];0;62;7;3
9016;88;[];0;62;7;4
9017;89;[];0;62;7;5
9018;90;[];0;62;7;6
9019;91;[];0;62;7;7
9020;92;[];2;62;7;8
9021;93;[];0;62;7;9
9022;94;[];0;62;7;10
9023;95;[];0;62;7;11
9024;96;[];0;62;8;0
9025;97;[];0;62;8;1
9026;98;[];0;62;8;2
9027;99;[];0;62;8;3
9028;100;[];0;62;8;4
9029;101;[];0;62;8;5
9030;102;[];0;62;8;6
9031;103;[];0;62;8;7
9032;104;[];0;62;8;8
9033;105;[];0;62;8;9
9034;106;[];0;62;8;10
9035;107;[];0;62;8;11
9036;108;[];0;62;9;0
9037;109;[];0;62;9;1
9038;110;[];3;62;9;2
9039;111;[];0;62;9;3
9040;112;[];0;62;9;4
9041;113;[];0;62;9;5
9042;114;[];0;62;9;6
9043;115;[];0;62;9;7
9044;116;[];0;62;9;8
9045;117;[];0;62;9;9
9046;118;[];0;62;9;10
9047;119;[];0;62;9;11
9048;120;[];0;62;10;0
9049;121;[];0;62;10;1
9050;122;[];0;62;10;2
9051;123;[];0;62;10;3
9052;124;[];0;62;10;4
9053;125;[];0;62;10;5
9054;126;[];0;62;10;6
9055;127;[];0;62;10;7
9056;128;[];0;62;10;8
9057;129;[];0;62;10;9
9058;130;[];0;62;10;10
9059;131;[];0;62;10;11
9060;132;[];0;62;11;0
9061;133;[];0;62;11;1
9062;134;[];0;62;11;2
9063;135;[];0;62;11;3
9064;136;[];0;62;11;4
9065;137;[];0;62;11;5
9066;138;[];0;62;11;6
9067;139;[];0;62;11;7
9068;140;[];0;62;11;8
9069;141;[];0;62;11;9
9070;142;[];0;62;11;10
9071;143;[];0;62;11;11
9072;0;[];0;63;0;0
9073;1;[];0;63;0;1
9074;2;[];0;63;0;2
9075;3;[];0;63;0;3
9076;4;[];0;63;0;4
9077;5;[];0;63;0;5
9078;6;[];0;63;0;6
9079;7;[];0;63;0;7
9080;8;[];0;63;0;8
9081;9;[];0;63;0;9
9082;10;[];0;63;0;10
9083;11;[];0;63;0;11
9084;12;[];0;63;1;0
9085;13;[];0;63;1;1
9086;14;[];0;63;1;2
9087;15;[];0;63;1;3
9088;16;[];0;63;1;4
9089;17;[];0;63;1;5
9090;18;[];0;63;1;6
9091;19;[];0;63;1;7
9092;20;[];0;63;1;8
9093;21;[];0;63;1;9
9094;22;[];0;63;1;10
9095;23;[];0;63;1;11
9096;24;[];0;63;2;0
9097;25;[];0;63;2;1
9098;26;[];2;63;2;2
9099;27;[];0;63;2;3
9100;28;[];0;63;2;4
9101;29;[];0;63;2;5
9102;30;[];0;63;2;6
9103;31;[];0;63;2;7
9104;32;[];0;63;2;8
9105;33;[];0;63;2;9
9106;34;[];0;63;2;10
9107;35;[];0;63;2;11
9108;36;[];0;63;3;0
9109;37;[];0;63;3;1
9110;38;[46];3;63;3;2
9111;39;[];0;63;3;3
9112;40;[];0;63;3;4
9113;41;[];0;63;3;5
9114;42;[];0;63;3;6
9115;43;[];0;63;3;7
9116;44;[];0;63;3;8
9117;45;[];0;63;3;9
9118;46;[];0;63;3;10
9119;47;[];0;63;3;11
9120;48;[];0;63;4;0
9121;49;[];0;63;4;1
9122;50;[];0;63;4;2
9123;51;[];0;63;4;3
9124;52;[];0;63;4;4
9125;53;[];0;63;4;5
9126;54;[];0;63;4;6
9127;55;[];0;63;4;7
9128;56;[];0;63;4;8
9129;57;[];0;63;4;9
9130;58;[];0;63;4;10
9131;59;[];0;63;4;11
9132;60;[];0;63;5;0
9133;61;[];0;63;5;1
9134;62;[];0;63;5;2
9135;63;[];0;63;5;3
9136;64;[];0;63;5;4
9137;65;[];0;63;5;5
9138;66;[];0;63;5;6
9139;67;[];0;63;5;7
9140;68;[];0;63;5;8
9141;69;[];0;63;5;9
9142;70;[];0;63;5;10
9143;71;[];0;63;5;11
9144;72;[];0;63;6;0
9145;73;[];0;63;6;1
9146;74;[];0;63;6;2
9147;75;[];0;63;6;3
9148;76;[];0;63;6;4
9149;77;[];0;63;6;5
9150;78;[];1;63;6;6
9151;79;[];0;63;6;7
9152;80;[];0;63;6;8
9153;81;[];0;63;6;9
9154;82;[];0;63;6;10
9155;83;[];0;63;6;11
9156;84;[];0;63;7;0
9157;85;[];1;63;7;1
9158;86;[];0;63;7;2
9159;87;[];0;63;7;3
9160;88;[];0;63;7;4
9161;89;[];0;63;7;5
9162;90;[];0;63;7;6
9163;91;[];0;63;7;7
9164;92;[];2;63;7;8
9165;93;[];0;63;7;9
9166;94;[];0;63;7;10
9167;95;[];0;63;7;11
9168;96;[];0;63;8;0
9169;97;[];0;63;8;1
9170;98;[];0;63;8;2
9171;99;[];0;63;8;3
9172;100;[];0;63;8;4
9173;101;[];0;63;8;5
9174;102;[];0;63;8;6
9175;103;[];0;63;8;7
9176;104;[];0;63;8;8
9177;105;[];0;63;8;9
9178;106;[];0;63;8;10
9179;107;[];0;63;8;11
9180;108;[];0;63;9;0
9181;109;[];0;63;9;1
9182;110;[];3;63;9;2
9183;111;[];0;63;9;3
9184;112;[];0;63;9;4
9185;113;[];0;63;9;5
9186;114;[];0;63;9;6
9187;115;[];0;63;9;7
9188;116;[];0;63;9;8
9189;117;[];0;63;9;9
9190;118;[];0;63;9;10
9191;119;[];0;63;9;11
9192;120;[];0;63;10;0
9193;121;[];0;63;10;1
9194;122;[];0;63;10;2
9195;123;[];0;63;10;3
9196;124;[];0;63;10;4
9197;125;[];0;63;10;5
9198;126;[];0;63;10;6
9199;127;[];0;63;10;7
9200;128;[];0;63;10;8
9201;129;[];0;63;10;9
9202;130;[];0;63;10;10
9203;131;[];0;63;10;11
9204;132;[];0;63;11;0
9205;133;[];0;63;11;1
9206;134;[];0;63;11;2
9207;135;[];0;63;11;3
9208;136;[];0;63;11;4
9209;137;[];0;63;11;5
9210;138;[];0;63;11;6
9211;139;[];0;63;11;7
9212;140;[];0;63;11;8
9213;141;[];0;63;11;9
9214;142;[];0;63;11;10
9215;143;[];0;63;11;11
9216;0;[];0;64;0;0
